DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6360;P6360S1;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5586016;1;4;1;60;05;1;;;5;1;2;1;;1;;1;2;2;1;48;;2;;2;908654;2;;;2;;2;;2;;2;;2;;;1;106524;2;2;;;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;0;3;;;7;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;25;5;;1;;45;46;1;10;1;4645;908654;05;870.22074831;
5586017;1;1;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;4;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;114000;2;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;48;;.;48;;;;7;7;;1;;1;2;1;14;1;;;;;;;;;1;1;1;4;11;1;;13;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;1;2;;2;1;1;2;1;2;1;1;4;25;3;;1;1;77;10;1;10;1;1011;908526;05;2153.4220259;
5586017;1;2;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;12;;1;;2;908526;1;116000;2;2;;2;;2;;2;;2;;;1;106464;2;1;114000;2;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;1;10;;;;;;;;;;;;;;;;;;;;12;48;;.;58;;;;2;7;;1;;1;1;1;6;1;;;;;;;;;1;1;1;30;60;1;;1;2;;;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;;2;1;1;2;2;2;1;1;4;45;3;;1;1;97;16;1;10;1;1690;908526;05;2153.4220259;
5586018;1;1;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;24;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;70000;2;2;;;2;;;2;;;1;900000;1;100000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;5;;1;;1;1;1;10;1;;;;;;;;;1;1;1;12;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;40;3;;1;;45;46;1;10;1;4632;908526;05;1044.096246;
5586021;1;3;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;180;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;1;100000;2;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;5;;1;;1;1;1;20;1;;;;;;;;;1;1;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;60;3;;1;;43;10;1;10;1;1082;908526;05;981.41389613;
5586021;1;4;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;6;;7;PRACTICAS DE ESTUDIO;2;2200000;2;;;1;140000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;11;48;;.;48;;;;9;7;;1;;1;2;1;0;1;;;;;;;;;1;1;1;1;6;1;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;40;3;;1;;15;58;1;10;1;5813;2340000;05;981.41389613;
5586021;1;5;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;48;;1;;2;1322000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;17;1;;;;;;;;;1;1;1;1;12;1;;11;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;3;;1;;33;56;1;10;1;5630;1322000;05;981.41389613;
5586022;1;1;1;60;05;1;;;5;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;450000;1;;3;;3;2;12;48;;.;24;6;;1;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;3;;1;;95;31;1;10;4;3110;450000;05;1243.7088141;
5586023;1;1;1;60;05;1;;;5;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;200000;1;;3;;3;2;12;20;1;;20;;;;1;1;;1;;2;;;;;;;;;;;;1;2;2;1;12;6;1;;9;2;;;;;;;;1;30;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;53;56;1;10;4;5619;200000;05;1170.3448941;
5586023;1;2;1;60;05;1;;;5;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;500000;1;;3;;3;2;12;50;;.;50;;;;1;5;;3;;2;;;;;;;;;;;;1;2;2;1;6;12;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;5;3;;1;;37;53;1;10;4;5320;500000;05;1170.3448941;
5586024;1;1;1;60;05;1;;;5;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;2;;2;500000;1;;3;;3;2;3;50;;.;50;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;20;20;1;;1;1;5;7;4;;100000;1;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;41;47;1;10;4;4719;600000;05;1105.2163605;
5586025;1;1;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;36;;2;;1;2000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;36;24;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;8;;1;;44;64;1;10;1;6499;2000000;05;1267.4448348;
5586026;1;1;1;60;05;1;;;5;1;2;2;3;1;;2;2;2;2;3;;7;CON LA INSTITUCION DE EDUCACION SUPERIOR DONDE ESTUDIA;2;700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;45;;.;45;;;;4;7;;1;;2;;;;;;;;;;;;1;1;2;1;0;12;3;;12;2;;;;;;;;2;;;;1;1;1;2;1;1;2;1;2;2;;1;9;2;2;2;2;2;2;14;;6;;1;1;03;62;1;10;1;6201;700000;05;1597.5256335;
5586026;1;2;1;60;05;1;;;5;1;2;1;;1;;2;1;2;1;60;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106000;2;1;34800;2;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;64;;;;9;7;;1;;1;2;1;8;1;;;;;;;;;1;1;1;2;36;1;;5;2;;;;;;;;1;4;1;1;1;1;1;2;2;1;2;1;1;2;;2;1;2;2;2;2;1;2;13;30;5;;1;1;77;56;1;10;1;5619;908526;05;1597.5256335;
5586034;1;1;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;180;;3;;1;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;38300;2;2;;;2;;;2;;;1;1400000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;7;;1;;1;1;1;15;1;;;;;;;;;1;1;1;1;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;1;;1;;39;42;1;10;1;4210;1500000;05;1150.8284558;
5586034;1;2;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;60;;3;;1;3000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;0;3;;;9;7;;1;;1;1;1;20;1;;;;;;;;;1;1;1;1;12;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;15;1;;1;;21;20;1;10;1;2029;3000000;05;1150.8284558;
5586034;1;3;1;60;05;1;;;5;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;2500000;1;;3;;4;2;1;40;;.;40;;;;1;1;;1;;1;1;2;0;1;;;;;;;;;1;2;2;;;;;;1;5;4;4;;1000000;1;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;3;;1;;15;63;1;10;4;6399;3500000;05;1150.8284558;
5586035;1;2;1;60;05;1;;;5;1;1;;;1;;1;1;2;1;5;;1;;2;908526;2;;;1;200000;1;300000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;48;;.;48;;;;1;1;;1;;1;2;1;6;1;;;;;;;;;1;1;1;60;72;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;54;97;1;10;3;9700;1408526;05;1117.305358;
5586041;1;1;1;60;05;1;;;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;3000000;1;;3;;3;2;12;40;;.;40;;;;1;5;;1;;1;1;2;12;1;;;;;;;;;1;2;1;0;12;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;5;;1;;59;96;1;10;4;9609;3000000;05;1267.4448348;
5586042;1;4;1;60;05;1;;;5;1;2;2;12;2;4;1;1;2;1;24;;7;POR LA PAGINA DE INTERNET COMPUTRABAJO;1;1150000;2;;;2;;2;;2;;2;;1;240000;2;1;106454;2;2;;;2;;;2;;;2;;;1;1150000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;3;2;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;60;2;;1;;30;56;1;10;1;5611;1150000;05;1062.4361307;5229
5586045;1;1;1;60;05;1;;;5;1;1;;;1;;1;2;2;2;6;;1;;2;1200000;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;11;48;;.;48;;;;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;1;48;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;3;;1;;79;14;1;10;1;1410;1400000;05;1283.5839768;
5586045;1;3;1;60;05;1;;;5;1;1;;;1;;1;2;2;2;3;;4;;1;1300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;48;;.;48;;;;6;7;;2;;2;;;;;;;;;;;;1;2;2;1;36;9;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;40;3;;1;;79;14;1;10;1;1410;1300000;05;1283.5839768;
5586052;1;1;1;60;05;1;;;5;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1500000;1;;3;;3;2;12;48;;.;48;;;;1;5;;3;;2;;;;;;1;;;;;;;2;2;1;0;180;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;25;2;;1;;37;53;1;10;4;5320;1500000;05;1224.6646051;
5586052;1;2;1;60;05;1;;;5;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;2;;2;2000000;1;;3;;6;2;12;48;;.;48;;;;1;7;;1;;1;1;2;3;1;;1;1;;;;;;2;1;1;0;20;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;2;;1;;03;95;1;10;4;9511;2000000;05;1224.6646051;
5586052;1;3;1;60;05;1;;;5;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;2;1500000;1;;3;;1;1;12;48;;.;48;;;;1;7;;1;;1;1;2;8;1;;1;;;;;;;1;1;1;0;30;1;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;40;2;;1;;19;86;1;10;4;8692;1500000;05;1224.6646051;
5586052;1;4;1;60;05;1;;;5;1;2;1;;1;;1;1;2;1;72;;7;BANCO DE HOJAS DE VIDA DE LA UNIVERSIDAD;1;1400000;2;;;2;;2;;2;;2;;1;180000;2;1;106454;2;2;;;2;;;2;;;2;;;1;1400000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;7;;1;;1;1;1;12;1;;1;;;;;;;1;1;1;0;6;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;60;2;;1;;21;85;1;10;1;8551;1400000;05;1224.6646051;
5586068;1;3;1;60;08;1;;;8;1;2;1;;1;;2;1;2;1;12;;1;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;1;98;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;9;;1;;1;1;1;5;1;;;;;;;;;1;1;1;3;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;30;3;;1;;02;41;1;10;1;4111;;08;574.38080158;
5586069;1;8;1;60;08;1;;;8;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;6;;;;;2;400000;1;;3;;8;1;12;48;;.;48;;;;2;2;;4;;2;;;;;;;;;;;;1;2;2;2;;;;;;1;8;8;4;;80000;1;6;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;30;3;;1;;95;41;1;10;5;4111;480000;08;503.99650891;
5586069;1;11;1;60;08;1;;;8;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;245000;1;;3;;1;2;6;48;;.;48;;;;1;2;;4;;2;;;;;;;;;;;;1;2;2;1;4;36;1;;2;2;;;;;;;;2;;;;1;1;1;2;1;2;1;2;2;2;;2;1;1;2;1;2;1;1;3;10;3;;1;1;95;41;1;10;4;4111;245000;08;503.99650891;
5586070;1;1;1;60;08;1;;;8;2;;;;;;;;;;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;6;;;;;3;180000;1;;3;;10;2;12;16;1;;16;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;12;300;3;;11;2;;;;;;;;1;24;2;1;1;2;1;2;2;2;2;2;2;2;;2;1;1;2;1;2;1;1;14;;8;;1;1;53;56;1;10;4;5619;180000;08;720.05693098;
5586070;1;2;1;60;08;1;;;8;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;200000;1;;3;;1;2;12;24;1;;24;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;24;1;1;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;1;2;2;1;3;15;8;;1;1;57;96;1;10;4;9602;200000;08;720.05693098;
5586070;1;5;1;60;08;1;;;8;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;0;1;;3;;1;2;11;16;1;;16;;;;1;2;;11;;2;;;;;;;;;;;;1;2;2;2;;;;;;1;8;8;6;;;2;1;1;24;1;1;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;1;2;2;1;2;30;8;;1;1;95;41;1;10;4;4111;0;08;720.05693098;
5586071;1;1;1;60;08;1;;;8;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;900000;1;;3;;1;1;12;60;;.;60;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;2;8;1;;13;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;1;2;;2;1;1;2;2;2;2;1;14;;5;;1;1;98;49;1;10;4;4921;900000;08;649.36693179;
5586072;1;3;1;60;08;1;;;8;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;;;;;3;1500000;1;;3;;3;2;12;48;;.;48;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;5;;1;;12;69;1;10;4;6910;1500000;08;673.38078129;
5586073;1;1;1;60;08;1;;;8;1;2;1;;1;;1;1;2;1;98;;1;;2;4000000;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;4000000;2;;2;;1;800000;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;70;;.;70;;;;9;5;;1;;1;1;1;19;1;;;;;;;;;1;1;1;0;120;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;1;;1;;45;47;1;10;1;4799;4000000;08;723.68316453;
5586074;1;1;1;60;08;1;;;8;2;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;;;;;3;500000;1;;3;;1;2;12;10;1;;10;;;;1;1;;4;;2;;;;;;;;;;;;1;2;2;1;0;84;1;;1;2;;;;;;;;1;40;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;1;14;;5;;1;1;13;85;1;10;4;8559;500000;08;555.66517789;
5586074;1;2;1;60;08;1;;;8;1;2;2;6;1;;1;2;2;2;2;;6;;1;908000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;48;;.;48;;;;9;7;;1;;2;;;;;;;;;;;;1;1;2;1;36;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;2;25;5;;1;;33;10;1;10;1;1083;908000;08;555.66517789;
5586074;1;3;1;60;08;1;;;8;1;2;2;6;1;;1;2;2;2;2;;2;;2;908000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;48;;.;48;;;;9;7;;1;;2;;;;;;;;;;;;1;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;2;30;5;;1;;19;82;1;10;1;8220;908000;08;555.66517789;
5586075;1;1;1;60;08;1;;;8;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;500000;1;;3;;3;2;12;18;2;;0;6;;2;1;5;;4;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;15;3;;1;;41;47;1;10;4;4799;500000;08;726.27819116;
5586075;1;2;1;60;08;1;;;8;2;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1200000;1;;3;;1;1;11;70;;.;70;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;1;48;1;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;98;49;1;10;4;4921;1200000;08;726.27819116;
5586076;1;1;1;60;08;1;;;8;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;6;;;;;3;1200000;1;;3;;1;2;12;48;;.;48;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;88;32;1;10;4;3210;1200000;08;826.98305249;
5586076;1;2;1;60;08;1;;;8;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;5;;;;;3;50000;1;;3;;1;2;12;40;;.;40;;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;8;;1;;45;47;1;10;4;4792;50000;08;826.98305249;
5586076;1;3;1;60;08;1;;;8;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;2;1;2;1;2;2;1;14;;8;;1;1;88;32;1;10;6;3210;;08;826.98305249;
5586076;1;4;1;60;08;1;;;8;1;2;1;;2;1;1;1;2;1;2;;2;;1;908000;2;;;2;;2;;2;;2;;2;;;1;113000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;48;;.;48;;;;9;7;;1;;1;1;1;0;;;;;;;;;1;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;25;3;;1;;97;46;1;10;1;4631;908000;08;826.98305249;7810
5586077;1;2;1;60;08;1;;;8;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;3;1;0;3;7;;2;;;2;2000000;1;;3;;8;2;12;40;;.;40;;;;3;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;1;;10;1;8;16;4;;1500000;2;7;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;30;8;;1;;49;64;1;10;5;6499;3500000;08;770.70876874;
5586078;1;1;1;60;08;1;;;8;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1200000;1;;3;;1;1;12;48;;.;48;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;3;72;1;;13;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;1;1;1;1;1;2;2;1;2;30;3;;1;1;95;41;1;10;4;4111;1200000;08;923.38149949;
5586078;1;2;1;60;08;1;;;8;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;200000;1;;3;;1;1;12;20;1;;20;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;24;18;1;;9;2;;;;;;;;1;20;2;1;1;1;1;2;1;2;2;2;2;2;;2;1;1;1;2;2;2;1;3;60;3;;1;1;77;56;1;10;4;5619;200000;08;923.38149949;
5586078;1;3;1;60;08;1;;;8;1;2;1;;1;;2;1;2;1;132;;2;;2;840000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;420000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;1;1;1;5;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;1;1;2;2;2;2;1;1;2;30;3;;1;1;97;10;1;10;1;1081;840000;08;923.38149949;
5586079;1;1;1;60;08;1;;;8;1;2;1;;1;;1;1;2;1;36;;2;;2;1000000;1;60000;2;2;;2;;2;;2;;2;;;1;106000;2;1;60000;2;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;13;1;;;;;;;;;1;1;1;0;3;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;25;5;;1;;95;86;1;10;1;8610;1000000;08;723.68316453;
5586079;1;2;1;60;08;1;;;8;2;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;80000;1;;3;;3;2;10;14;2;;14;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;2;18;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;45;56;1;10;4;5619;80000;08;723.68316453;
5586080;1;1;1;60;08;1;;;8;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;0;1;3;7;;2;;;2;1000000;1;;3;;3;2;12;60;;.;60;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;3;60;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;2;8;;1;;45;47;1;10;5;4711;1000000;08;751.4790404;
