DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,FT,DPTO,fex_c_2011
5419816,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,121.90230598
5419816,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,121.90230598
5419817,1,1,1,50,15,1,,,1,4,,1,,,,,,,,,,,,04,1,15,106.86918708
5419817,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,106.86918708
5419817,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,106.86918708
5419817,1,4,1,50,15,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,15,106.86918708
5419818,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,109.55185443
5419818,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,109.55185443
5419818,1,3,1,50,15,1,2,,3,4,,2,2,2,1,,,,,,,,1,04,1,15,109.55185443
5419818,1,4,1,50,15,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,15,109.55185443
5419818,1,5,1,50,15,1,2,,5,2,,2,2,2,1,,,,,,,,1,04,1,15,109.55185443
5419819,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,169.57041647
5419819,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,169.57041647
5419819,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,169.57041647
5419820,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,113.15113649
5419820,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,113.15113649
5419820,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,113.15113649
5419820,1,4,1,50,15,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,15,113.15113649
5419820,1,5,1,50,15,1,,,5,3,,2,2,2,2,2,,,,,,,,04,1,15,113.15113649
5419820,1,6,1,50,15,1,,,6,4,,2,2,2,2,2,,,,,,,,04,1,15,113.15113649
5419821,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,133.44211688
5419821,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,133.44211688
5419821,1,3,1,50,15,1,,,3,5,,,,,,,,,,,,,,04,1,15,133.44211688
5419822,1,1,1,50,15,1,,,1,6,VACACIONES LABORALES,2,1,,,,,,,,,,,04,1,15,153.58015786
5419822,1,2,1,50,15,1,,,2,6,VACACIONES LABORALES,2,1,,,,,,,,,,,04,1,15,153.58015786
5419822,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,153.58015786
5419822,1,4,1,50,15,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,15,153.58015786
5419823,1,1,1,50,15,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,15,115.73630856
5419824,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,139.13033955
5419824,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,139.13033955
5419824,1,3,1,50,15,1,,,3,1,,,,,,,,,,,,,,04,1,15,139.13033955
5419824,1,4,1,50,15,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,15,139.13033955
5419825,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,112.18357062
5419825,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,112.18357062
5419826,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,154.35249337
5419826,1,2,1,50,15,1,2,,2,3,,2,2,2,1,,,,,,,,1,04,1,15,154.35249337
5419826,1,3,1,50,15,1,,,3,3,,2,2,2,2,1,12,,,,,,,04,1,15,154.35249337
5419827,1,1,1,50,15,1,,,1,6,ES PENSIONADO,2,2,2,2,2,,,,,,,,04,1,15,115.73630856
5419828,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,115.73630856
5419829,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,99.824010619
5419829,1,2,1,50,15,1,,,2,4,,2,2,2,2,1,2,,2,,1,4,1,04,1,15,99.824010619
5419829,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,99.824010619
5419829,1,4,1,50,15,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,15,99.824010619
5419830,1,1,1,50,15,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,15,104.44825005
5419830,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,104.44825005
5419830,1,3,1,50,15,1,,,3,1,,,,,,,,,,,,,,04,1,15,104.44825005
5419830,1,4,1,50,15,1,2,,4,4,,2,2,2,1,,,,,,,,1,04,1,15,104.44825005
5419831,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,116.75128801
5419831,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,116.75128801
5419831,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,116.75128801
5419832,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,119.06323338
5419832,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,119.06323338
5419833,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,135.09982686
5419833,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,135.09982686
5419833,1,3,1,50,15,1,,,3,1,,,,,,,,,,,,,,04,1,15,135.09982686
5419833,1,4,1,50,15,1,2,,4,4,,2,2,2,1,,,,,,,,1,04,1,15,135.09982686
5419833,1,6,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,135.09982686
5419834,1,1,1,50,15,1,,,1,2,,1,,,,,,,,,,,,04,1,15,119.06323338
5419834,1,2,1,50,15,1,,,2,4,,2,2,2,2,1,10,,,,,,,04,1,15,119.06323338
5419835,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,103.49290978
5419835,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,103.49290978
5419836,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,154.35249337
5419836,1,2,1,50,15,1,,,2,5,,,,,,,,,,,,,,04,1,15,154.35249337
5419836,1,3,1,50,15,1,,,3,4,,2,2,2,2,2,,,,,,,,04,1,15,154.35249337
5419837,1,1,1,50,15,1,2,,1,4,,2,2,2,1,,,,,,,,1,04,1,15,137.90299074
5419837,1,2,1,50,15,1,,,2,4,,2,2,2,2,1,5,,2,,1,7,1,04,1,15,137.90299074
5419837,1,3,1,50,15,1,,,3,2,,2,1,,,,,,,,,,,04,1,15,137.90299074
5419837,1,4,1,50,15,1,,,4,4,,2,2,2,2,2,,,,,,,,04,1,15,137.90299074
5419838,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,109.70611155
5419838,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,109.70611155
5419838,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,109.70611155
5419839,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,133.52430828
5419839,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,133.52430828
5419839,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,133.52430828
5419839,1,4,1,50,15,1,,,4,1,,,,,,,,,,,,,,04,1,15,133.52430828
5419840,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,103.00203996
5419840,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,103.00203996
5419840,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,103.00203996
5419840,1,4,1,50,15,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,15,103.00203996
5419841,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,143.16085224
5419841,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,143.16085224
5419841,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,143.16085224
5419842,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,84.894827349
5419842,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,84.894827349
5419842,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,84.894827349
5419843,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,133.09394711
5419843,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,133.09394711
5419844,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,138.59313485
5419844,1,2,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,138.59313485
5419845,1,1,1,50,15,1,,,2,6,INCAPACITADO TEMPORALMENTE PARA TRABAJAR,2,2,2,2,1,11,,,,,,,04,1,15,106.44793437
5419845,1,2,1,50,15,1,,,2,4,,2,2,2,2,1,13,SE ENCUENTRA BAJO MEDIDA DE PROTECCION POR DESPLAZAMIENTO POR CONFLICTO ARMADO,,,,,,04,1,15,106.44793437
5419845,1,3,1,50,15,1,,,2,5,,,,,,,,,,,,,,04,1,15,106.44793437
5419846,1,1,1,50,15,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,04,1,15,138.78216978
5419846,1,2,1,50,15,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,15,138.78216978
5419846,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,138.78216978
5419847,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,119.06323338
5419847,1,2,1,50,15,1,3,,2,4,,2,2,2,1,,,,,,,,1,04,1,15,119.06323338
5419848,1,1,1,50,15,1,2,,1,2,,2,2,2,1,,,,,,,,1,04,1,15,88.925340036
5419848,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,88.925340036
5419849,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,84.546657573
5419849,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,84.546657573
5419850,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,89.804519074
5419851,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,113.80537188
5419851,1,2,1,50,15,1,,,2,4,,1,,,,,,,,,,,,04,1,15,113.80537188
5419851,1,4,1,50,15,1,,,4,4,,1,,,,,,,,,,,,04,1,15,113.80537188
5419852,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,127.06340141
5419852,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,127.06340141
5419853,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,110.47844705
5419853,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,110.47844705
5419854,1,1,1,50,15,1,,,1,6,INCAPACITADA TEMPORALMENTE PARA TRABAJAR,2,2,2,2,2,,,,,,,,04,1,15,103.49290978
5419854,1,2,1,50,15,1,1,,2,2,,2,2,2,1,,,,,,,,1,04,1,15,103.49290978
5419855,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,122.78148501
5419856,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,81.7434937
5419856,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,81.7434937
5419856,1,3,1,50,15,1,2,,3,2,,2,2,2,1,,,,,,,,1,04,1,15,81.7434937
5419857,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,138.35180861
5419858,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,159.61035487
5419858,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,159.61035487
5419859,1,1,1,50,15,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,04,1,15,84.546657573
5419859,1,2,1,50,15,1,3,,2,4,,2,2,2,1,,,,,,,,1,04,1,15,84.546657573
5419860,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,138.35180861
5419861,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,119.06323338
5419861,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,119.06323338
5419862,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,89.804519074
5419863,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,89.804519074
5419864,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,159.61035487
5419864,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,159.61035487
5419865,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,116.21408331
5419866,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,138.35180861
5419867,1,1,1,50,15,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,15,110.47844705
5419867,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,110.47844705
5419868,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,127.06340141
5419868,1,2,1,50,15,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,15,127.06340141
5419869,1,1,1,50,15,1,,,1,6,PENSIONADO,1,,,,,,,,,,,,04,1,15,94.135787951
5419869,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,94.135787951
5419869,1,3,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,94.135787951
5419870,1,1,1,50,15,1,,,1,4,,2,2,1,,,,,,,,,,04,1,15,106.44793437
5419870,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,106.44793437
5419870,1,3,1,50,15,1,,,3,3,,2,2,2,2,1,12,,,,,,,04,1,15,106.44793437
5419871,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,110.47844705
5419871,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,110.47844705
5419872,1,1,1,50,15,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,04,1,15,133.09394711
5419872,1,2,1,50,15,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,15,133.09394711
5419873,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,117.18164917
5419873,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,117.18164917
5419873,1,3,1,50,15,1,,,3,3,,1,,,,,,,,,,,,04,1,15,117.18164917
5419873,1,4,1,50,15,1,,,4,3,,1,,,,,,,,,,,,04,1,15,117.18164917
5419873,1,5,1,50,15,1,,,5,1,,,,,,,,,,,,,,04,1,15,117.18164917
5419874,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,112.72077532
5419874,1,2,1,50,15,1,,,2,4,,2,2,2,2,1,8,,1,2,,,,04,1,15,112.72077532
5419874,1,3,1,50,15,1,1,,3,2,,2,2,2,1,,,,,,,,1,04,1,15,112.72077532
5419874,1,4,1,50,15,1,,,4,3,,2,2,2,2,1,12,,,,,,,04,1,15,112.72077532
5419875,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,111.06306534
5419875,1,2,1,50,15,1,,,2,4,,1,,,,,,,,,,,,04,1,15,111.06306534
5419876,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,111.70579587
5419876,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,111.70579587
5419877,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,97.804687113
5419878,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,89.804519074
5419879,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,86.505123744
5419879,1,2,1,50,15,1,,,2,4,,2,2,2,2,1,10,,,,,,,04,1,15,86.505123744
5419879,1,3,1,50,15,1,1,,3,2,,2,2,2,1,,,,,,,,1,04,1,15,86.505123744
5419879,1,4,1,50,15,1,,,4,5,,,,,,,,,,,,,,04,1,15,86.505123744
5419879,1,5,1,50,15,1,,,5,5,,,,,,,,,,,,,,04,1,15,86.505123744
5419879,1,6,1,50,15,1,,,6,3,,2,2,2,2,2,,,,,,,,04,1,15,86.505123744
5419879,1,7,1,50,15,1,,,7,4,,2,2,2,2,2,,,,,,,,04,1,15,86.505123744
5419880,1,1,1,50,15,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,15,127.59052864
5419880,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,127.59052864
5419880,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,127.59052864
5419881,1,1,1,50,15,1,,,1,4,,2,1,,,,,,,,,,,04,1,15,115.73630856
5419882,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,95.492741742
5419882,1,2,1,50,15,1,1,,2,2,,2,2,2,1,,,,,,,,1,04,1,15,95.492741742
5419883,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,141.44228492
5419883,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,141.44228492
5419883,1,3,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,141.44228492
5419884,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,107.03255265
5419884,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,107.03255265
5419884,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,107.03255265
5419885,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,142.62364754
5419886,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,163.8821938
5419886,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,163.8821938
5419887,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,115.03272069
5419887,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,115.03272069
5419887,1,3,1,50,15,1,,,3,1,,,,,,,,,,,,,,04,1,15,115.03272069
5419888,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,91.774490104
5419888,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,91.774490104
5419888,1,4,1,50,15,1,2,,4,4,,2,2,2,1,,,,,,,,1,04,1,15,91.774490104
5419889,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,138.35180861
5419890,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,95.492741742
5419890,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,95.492741742
5419892,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,138.35180861
5419893,1,1,1,50,15,1,,,1,4,,2,2,2,2,1,7,,2,,2,,,04,1,15,115.73630856
5419894,1,1,1,50,15,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,15,94.135787951
5419894,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,94.135787951
5419894,1,3,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,94.135787951
5419895,1,1,1,50,15,1,,,1,6,SEMANA SANTA,2,1,,,,,,,,,,,04,1,15,145.47279761
5419895,1,2,1,50,15,1,,,2,6,SEMANA SANTA,2,1,,,,,,,,,,,04,1,15,145.47279761
5419896,1,1,1,50,15,1,,,1,6,CUARENTENA POR COVID 19,2,1,,,,,,,,,,,04,1,15,138.35180861
5419897,1,1,1,50,15,1,,,1,6,RECESO SEMANA SANTA,2,1,,,,,,,,,,,04,1,15,111.06306534
5419897,1,2,1,50,15,1,,,2,6,RECESO POR SEMANA SANTA,2,1,,,,,,,,,,,04,1,15,111.06306534
5419898,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,137.47262957
5419898,1,2,1,50,15,1,3,,2,4,,2,2,2,1,,,,,,,,1,04,1,15,137.47262957
5419899,1,1,1,50,15,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,15,113.06274966
5419900,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,107.03255265
5419900,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,107.03255265
5419900,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,107.03255265
5419901,1,1,1,50,15,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,15,122.78148501
5419902,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,142.62364754
5419903,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,99.462397093
5419903,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,99.462397093
5419903,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,99.462397093
5419904,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,154.35214469
5419905,1,1,1,50,15,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,15,115.73630856
5419908,1,1,1,50,15,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,15,122.78148501
5419911,1,1,1,50,15,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,15,122.78148501
5419921,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,183.35156219
5419928,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,272.93359563
5419928,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,272.93359563
5419928,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,272.93359563
5419928,1,4,1,50,17,1,,,4,6,CUIDA PERSONA ADULTO MAYOR,2,2,2,2,2,,,,,,,,04,1,17,272.93359563
5419928,1,5,1,50,17,1,,,5,1,,,,,,,,,,,,,,04,1,17,272.93359563
5419928,1,6,1,50,17,1,1,,6,2,,2,2,2,1,,,,,,,,1,04,1,17,272.93359563
5419929,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,162.37843331
5419929,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,162.37843331
5419930,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,178.18168458
5419930,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,178.18168458
5419930,1,3,1,50,17,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,17,178.18168458
5419931,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,440.29303899
5419931,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,440.29303899
5419931,1,3,1,50,17,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,17,440.29303899
5419931,1,4,1,50,17,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,17,440.29303899
5419936,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,210.9195356
5419938,1,1,1,50,17,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,17,162.37843331
5419938,1,2,1,50,17,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,17,162.37843331
5419939,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,343.17251972
5419940,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,183.35156219
5419942,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,168.50191594
5419942,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,168.50191594
5419942,1,3,1,50,17,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,17,168.50191594
5419943,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,235.94977076
5419944,1,1,1,50,17,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,17,210.9195356
5419946,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,235.94977076
5419948,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,235.94977076
5419949,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,373.27531037
5419949,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,17,373.27531037
5419949,1,3,1,50,17,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,17,373.27531037
5419951,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,163.8821452
5419951,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,163.8821452
5419952,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,116.33791496
5419952,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,116.33791496
5419952,1,3,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,17,116.33791496
5419952,1,4,1,50,17,1,1,,3,2,,2,2,2,1,,,,,,,,1,04,1,17,116.33791496
5419952,1,5,1,50,17,1,1,,5,2,,2,2,2,1,,,,,,,,2,04,1,17,116.33791496
5419953,1,1,1,50,17,1,3,,1,2,,2,2,2,1,,,,,,,,1,04,1,17,373.27531037
5419953,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,373.27531037
5419953,1,3,1,50,17,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,17,373.27531037
5419954,1,1,1,50,17,1,2,,1,2,,2,2,2,1,,,,,,,,1,04,1,17,163.8821452
5419954,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,163.8821452
5419956,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,110.07325975
5419956,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,110.07325975
5419956,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,110.07325975
5419960,1,1,1,50,17,1,,,1,3,,1,,,,,,,,,,,,04,1,17,343.17251972
5419965,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,163.8821452
5419965,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,163.8821452
5419966,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,163.8821452
5419966,1,2,1,50,17,1,1,,2,2,,2,2,2,1,,,,,,,,1,04,1,17,163.8821452
5419967,1,1,1,50,17,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,17,174.1245783
5419967,1,2,1,50,17,1,,,2,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,174.1245783
5419968,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,178.18168458
5419968,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,178.18168458
5419968,1,3,1,50,17,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,17,178.18168458
5419969,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,110.07325975
5419969,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,17,110.07325975
